Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"S100A9","S100 Calcium Binding Protein A9","Protein Coding","43","GC01P153357","9.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A9"
"PPARGC1A","PPARG Coactivator 1 Alpha","Protein Coding","47","GC04M023755","9.73","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARGC1A"
"NPY","Neuropeptide Y","Protein Coding","45","GC07P024290","9.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY"
"CCR3","C-C Motif Chemokine Receptor 3","Protein Coding","47","GC03P046227","9.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR3"
"IL4R","Interleukin 4 Receptor","Protein Coding","47","GC16P027325","9.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4R"
"SLC22A4","Solute Carrier Family 22 Member 4","Protein Coding","44","GC05P132294","9.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A4"
"SKIV2L","Ski2 Like RNA Helicase","Protein Coding","43","GC06P031958","9.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIV2L"
"COL6A2","Collagen Type VI Alpha 2 Chain","Protein Coding","43","GC21P046098","9.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A2"
"CYCS","Cytochrome C, Somatic","Protein Coding","49","GC07M025118","9.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYCS"
"CD1D","CD1d Molecule","Protein Coding","42","GC01P158178","9.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD1D"
"DAXX","Death Domain Associated Protein","Protein Coding","44","GC06M033318","9.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAXX"
"XIAP","X-Linked Inhibitor Of Apoptosis","Protein Coding","49","GC0XP123859","9.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XIAP"
"OGDH","Oxoglutarate Dehydrogenase","Protein Coding","45","GC07P044606","9.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGDH"
"PPARA","Peroxisome Proliferator Activated Receptor Alpha","Protein Coding","46","GC22P046150","9.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARA"
"GC","GC Vitamin D Binding Protein","Protein Coding","43","GC04M071741","9.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GC"
"IL6R","Interleukin 6 Receptor","Protein Coding","48","GC01P154405","9.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6R"
"SETD2","SET Domain Containing 2, Histone Lysine Methyltransferase","Protein Coding","46","GC03M047033","9.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2"
"PTX3","Pentraxin 3","Protein Coding","41","GC03P157436","9.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX3"
"SLC12A3","Solute Carrier Family 12 Member 3","Protein Coding","48","GC16P056865","9.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A3"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","46","GC16P030472","9.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"TGFB3","Transforming Growth Factor Beta 3","Protein Coding","46","GC14M075958","9.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB3"
"GABRA1","Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha1","Protein Coding","47","GC05P161847","9.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA1"
"PDGFB","Platelet Derived Growth Factor Subunit B","Protein Coding","50","GC22M044780","9.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFB"
"MT-CYB","Mitochondrially Encoded Cytochrome B","Protein Coding","32","GCMTP014749","9.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CYB"
"TOR1B","Torsin Family 1 Member B","Protein Coding","38","GC09P129803","9.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR1B"
"HLA-DRA","Major Histocompatibility Complex, Class II, DR Alpha","Protein Coding","47","GC06P032439","9.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRA"
"BCR","BCR Activator Of RhoGEF And GTPase","Protein Coding","52","GC22P023179","9.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCR"
"IL3","Interleukin 3","Protein Coding","43","GC05P132060","9.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL3"
"PARP1","Poly(ADP-Ribose) Polymerase 1","Protein Coding","49","GC01M226360","9.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP1"
"HSPA8","Heat Shock Protein Family A (Hsp70) Member 8","Protein Coding","46","GC11M123057","9.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA8"
"TAP2","Transporter 2, ATP Binding Cassette Subfamily B Member","Protein Coding","43","GC06M032821","9.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAP2"
"NFKBIA","NFKB Inhibitor Alpha","Protein Coding","50","GC14M035401","9.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIA"
"KLRC1","Killer Cell Lectin Like Receptor C1","Protein Coding","40","GC12M013377","9.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRC1"
"MAPK10","Mitogen-Activated Protein Kinase 10","Protein Coding","51","GC04M085990","9.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK10"
"PIK3C2A","Phosphatidylinositol-4-Phosphate 3-Kinase Catalytic Subunit Type 2 Alpha","Protein Coding","45","GC11M017165","9.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3C2A"
"FGF7","Fibroblast Growth Factor 7","Protein Coding","42","GC15P049423","9.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF7"
"FCGR3A","Fc Fragment Of IgG Receptor IIIa","Protein Coding","45","GC01M161541","9.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A"
"MC2R","Melanocortin 2 Receptor","Protein Coding","47","GC18M016790","9.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC2R"
"GOT2","Glutamic-Oxaloacetic Transaminase 2","Protein Coding","43","GC16M058707","9.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOT2"
"KRT8","Keratin 8","Protein Coding","47","GC12M052897","9.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT8"
"FAH","Fumarylacetoacetate Hydrolase","Protein Coding","46","GC15P080152","9.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAH"
"NSD1","Nuclear Receptor Binding SET Domain Protein 1","Protein Coding","43","GC05P177134","9.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD1"
"CLCNKB","Chloride Voltage-Gated Channel Kb","Protein Coding","43","GC01P016043","9.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCNKB"
"SRCAP","Snf2 Related CREBBP Activator Protein","Protein Coding","41","GC16P030700","9.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRCAP"
"NUDT10","Nudix Hydrolase 10","Protein Coding","34","GC0XP051332","9.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT10"
"GAL","Galanin And GMAP Prepropeptide","Protein Coding","44","GC11P068701","9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAL"
"CFHR2","Complement Factor H Related 2","Protein Coding","36","GC01P196943","9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR2"
"SMARCA4","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4","Protein Coding","50","GC19P010932","8.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA4"
"ERAP1","Endoplasmic Reticulum Aminopeptidase 1","Protein Coding","43","GC05M096760","8.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERAP1"
"IFNA2","Interferon Alpha 2","Protein Coding","41","GC09M021374","8.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA2"
"NR1I2","Nuclear Receptor Subfamily 1 Group I Member 2","Protein Coding","45","GC03P119780","8.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1I2"
"ITGA4","Integrin Subunit Alpha 4","Protein Coding","48","GC02P181456","8.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA4"
"PCK2","Phosphoenolpyruvate Carboxykinase 2, Mitochondrial","Protein Coding","46","GC14P024094","8.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK2"
"CNR1","Cannabinoid Receptor 1","Protein Coding","46","GC06M088139","8.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNR1"
"ANGPT1","Angiopoietin 1","Protein Coding","46","GC08M107246","8.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPT1"
"MIR99A","MicroRNA 99a","RNA Gene","19","GC21P016539","8.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR99A"
"DLAT","Dihydrolipoamide S-Acetyltransferase","Protein Coding","46","GC11P112024","8.9","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLAT"
"RPL5","Ribosomal Protein L5","Protein Coding","47","GC01P092832","8.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL5"
"PNLIP","Pancreatic Lipase","Protein Coding","47","GC10P116545","8.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNLIP"
"CD44","CD44 Molecule (Indian Blood Group)","Protein Coding","47","GC11P035139","8.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44"
"SLC12A1","Solute Carrier Family 12 Member 1","Protein Coding","46","GC15P048191","8.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A1"
"CYP24A1","Cytochrome P450 Family 24 Subfamily A Member 1","Protein Coding","47","GC20M054153","8.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP24A1"
"DNAL1","Dynein Axonemal Light Chain 1","Protein Coding","42","GC14P073644","8.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAL1"
"SELL","Selectin L","Protein Coding","42","GC01M169690","8.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELL"
"TTC7A","Tetratricopeptide Repeat Domain 7A","Protein Coding","38","GC02P046906","8.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC7A"
"DMP1","Dentin Matrix Acidic Phosphoprotein 1","Protein Coding","42","GC04P087650","8.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMP1"
"RARB","Retinoic Acid Receptor Beta","Protein Coding","50","GC03P025194","8.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARB"
"AUTS2","Activator Of Transcription And Developmental Regulator AUTS2","Protein Coding","39","GC07P069598","8.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUTS2"
"RYR2","Ryanodine Receptor 2","Protein Coding","47","GC01P237042","8.71","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYR2"
"STAR","Steroidogenic Acute Regulatory Protein","Protein Coding","46","GC08M038145","8.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAR"
"ROBO2","Roundabout Guidance Receptor 2","Protein Coding","42","GC03P075955","8.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO2"
"GK","Glycerol Kinase","Protein Coding","47","GC0XP030671","8.69","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GK"
"PCCA","Propionyl-CoA Carboxylase Subunit Alpha","Protein Coding","46","GC13P100089","8.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCA"
"PNKD","PNKD Metallo-Beta-Lactamase Domain Containing","Protein Coding","42","GC02P218270","8.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNKD"
"IGHE","Immunoglobulin Heavy Constant Epsilon","Protein Coding","28","GC14M105826","8.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHE"
"DSPP","Dentin Sialophosphoprotein","Protein Coding","36","GC04P087608","8.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSPP"
"GRP","Gastrin Releasing Peptide","Protein Coding","41","GC18P059220","8.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRP"
"STAT5A","Signal Transducer And Activator Of Transcription 5A","Protein Coding","46","GC17P042287","8.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5A"
"IRGM","Immunity Related GTPase M","Protein Coding","37","GC05P150846","8.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRGM"
"RPS19","Ribosomal Protein S19","Protein Coding","47","GC19P041859","8.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS19"
"TXN","Thioredoxin","Protein Coding","46","GC09M110243","8.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXN"
"KCNJ1","Potassium Inwardly Rectifying Channel Subfamily J Member 1","Protein Coding","47","GC11M128741","8.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ1"
"FBXO7","F-Box Protein 7","Protein Coding","41","GC22P032474","8.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO7"
"CYP3A4","Cytochrome P450 Family 3 Subfamily A Member 4","Protein Coding","49","GC07M099759","8.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A4"
"BSND","Barttin CLCNK Type Accessory Subunit Beta","Protein Coding","39","GC01P054998","8.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BSND"
"KLRC2","Killer Cell Lectin Like Receptor C2","Protein Coding","37","GC12M013376","8.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRC2"
"AMH","Anti-Mullerian Hormone","Protein Coding","43","GC19P002251","8.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMH"
"GHRH","Growth Hormone Releasing Hormone","Protein Coding","39","GC20M037251","8.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRH"
"CHKB","Choline Kinase Beta","Protein Coding","45","GC22M050578","8.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHKB"
"MIRLET7B","MicroRNA Let-7b","RNA Gene","18","GC22P046120","8.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7B"
"MAP3K7","Mitogen-Activated Protein Kinase Kinase Kinase 7","Protein Coding","51","GC06M090513","8.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7"
"GUSB","Glucuronidase Beta","Protein Coding","47","GC07M065960","8.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUSB"
"CELA1","Chymotrypsin Like Elastase 1","Protein Coding","36","GC12M051328","8.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELA1"
"ZNF335","Zinc Finger Protein 335","Protein Coding","38","GC20M045948","8.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF335"
"IL1RAPL2","Interleukin 1 Receptor Accessory Protein Like 2","Protein Coding","37","GC0XP104566","8.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RAPL2"
"IGFBP2","Insulin Like Growth Factor Binding Protein 2","Protein Coding","44","GC02P216632","8.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP2"
"RNASE3","Ribonuclease A Family Member 3","Protein Coding","40","GC14P020891","8.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE3"
"PRKCD","Protein Kinase C Delta","Protein Coding","53","GC03P053156","8.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD"
"SHBG","Sex Hormone Binding Globulin","Protein Coding","41","GC17P007613","8.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG"
"PDYN","Prodynorphin","Protein Coding","43","GC20M001978","8.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDYN"
"NOTCH4","Notch Receptor 4","Protein Coding","45","GC06M032407","8.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH4"
"CFHR5","Complement Factor H Related 5","Protein Coding","39","GC01P196977","8.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR5"
"CAPN10","Calpain 10","Protein Coding","41","GC02P240586","8.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN10"
"RHOA","Ras Homolog Family Member A","Protein Coding","46","GC03M049359","8.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"CGA","Glycoprotein Hormones, Alpha Polypeptide","Protein Coding","43","GC06M087085","8.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGA"
"SLC40A1","Solute Carrier Family 40 Member 1","Protein Coding","45","GC02M189560","8.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC40A1"
"IL33","Interleukin 33","Protein Coding","39","GC09P006206","8.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33"
"CFHR1","Complement Factor H Related 1","Protein Coding","40","GC01P196788","8.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR1"
"GSR","Glutathione-Disulfide Reductase","Protein Coding","48","GC08M030678","8.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSR"
"MKI67","Marker Of Proliferation Ki-67","Protein Coding","42","GC10M128096","8.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67"
"SBDS","SBDS Ribosome Maturation Factor","Protein Coding","42","GC07M066987","8.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBDS"
"CHRNA7","Cholinergic Receptor Nicotinic Alpha 7 Subunit","Protein Coding","45","GC15P031923","8.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA7"
"SLC11A2","Solute Carrier Family 11 Member 2","Protein Coding","47","GC12M050979","8.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A2"
"MC1R","Melanocortin 1 Receptor","Protein Coding","47","GC16P089912","8.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MC1R"
"CSN1S1","Casein Alpha S1","Protein Coding","33","GC04P069932","8.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN1S1"
"BTNL2","Butyrophilin Like 2","Protein Coding","38","GC06M032393","8.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTNL2"
"HLCS","Holocarboxylase Synthetase","Protein Coding","43","GC21M036750","8.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLCS"
"PEX5","Peroxisomal Biogenesis Factor 5","Protein Coding","42","GC12P007889","8.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX5"
"HYDIN","HYDIN Axonemal Central Pair Apparatus Protein","Protein Coding","38","GC16M070806","8.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYDIN"
"KDM6A","Lysine Demethylase 6A","Protein Coding","46","GC0XP044873","8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM6A"
"SPINK1","Serine Peptidase Inhibitor Kazal Type 1","Protein Coding","43","GC05M147825","7.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK1"
"ETS1","ETS Proto-Oncogene 1, Transcription Factor","Protein Coding","49","GC11M128458","7.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETS1"
"PRKCQ","Protein Kinase C Theta","Protein Coding","49","GC10M006393","7.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCQ"
"RMRP","RNA Component Of Mitochondrial RNA Processing Endoribonuclease","RNA Gene","23","GC09M035655","7.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMRP"
"MUC5AC","Mucin 5AC, Oligomeric Mucus/Gel-Forming","Protein Coding","39","GC11P001151","7.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC5AC"
"IL17F","Interleukin 17F","Protein Coding","41","GC06M052209","7.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17F"
"STAT6","Signal Transducer And Activator Of Transcription 6","Protein Coding","50","GC12M057095","7.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT6"
"TTC37","Tetratricopeptide Repeat Domain 37","Protein Coding","39","GC05M095463","7.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC37"
"COL10A1","Collagen Type X Alpha 1 Chain","Protein Coding","43","GC06M116118","7.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL10A1"
"HSD3B2","Hydroxy-Delta-5-Steroid Dehydrogenase, 3 Beta- And Steroid Delta-Isomerase 2","Protein Coding","45","GC01P119414","7.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD3B2"
"SPIB","Spi-B Transcription Factor","Protein Coding","41","GC19P050418","7.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPIB"
"HLA-DRB5","Major Histocompatibility Complex, Class II, DR Beta 5","Protein Coding","39","GC06M032530","7.78","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB5"
"SEMA3A","Semaphorin 3A","Protein Coding","45","GC07M083955","7.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA3A"
"TIA1","TIA1 Cytotoxic Granule Associated RNA Binding Protein","Protein Coding","42","GC02M070209","7.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIA1"
"SOCS1","Suppressor Of Cytokine Signaling 1","Protein Coding","43","GC16M011255","7.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1"
"TNFSF4","TNF Superfamily Member 4","Protein Coding","41","GC01M173183","7.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF4"
"GLI3","GLI Family Zinc Finger 3","Protein Coding","49","GC07M041960","7.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLI3"
"ISCA1","Iron-Sulfur Cluster Assembly 1","Protein Coding","38","GC09M086264","7.73","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISCA1"
"IKZF1","IKAROS Family Zinc Finger 1","Protein Coding","47","GC07P050343","7.73","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKZF1"
"SLC26A3","Solute Carrier Family 26 Member 3","Protein Coding","46","GC07M107765","7.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A3"
"CD209","CD209 Molecule","Protein Coding","42","GC19M007739","7.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD209"
"IL1RL1","Interleukin 1 Receptor Like 1","Protein Coding","41","GC02P102294","7.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL1"
"LOC110806262","Solute Carrier Family 6 Member 4 Gene Promoter","Biological Region","2","GC17U902739","7.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110806262"
"TGFA","Transforming Growth Factor Alpha","Protein Coding","46","GC02M070447","7.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFA"
"HDAC9","Histone Deacetylase 9","Protein Coding","46","GC07P018086","7.69","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9"
"FOXP2","Forkhead Box P2","Protein Coding","43","GC07P114086","7.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP2"
"CXCL9","C-X-C Motif Chemokine Ligand 9","Protein Coding","38","GC04M076001","7.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL9"
"PRDM16","PR/SET Domain 16","Protein Coding","45","GC01P003068","7.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM16"
"PRKD1","Protein Kinase D1","Protein Coding","49","GC14M029576","7.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKD1"
"LGALS3","Galectin 3","Protein Coding","45","GC14P055124","7.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS3"
"GTF2IRD1","GTF2I Repeat Domain Containing 1","Protein Coding","41","GC07P074455","7.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2IRD1"
"PIGA","Phosphatidylinositol Glycan Anchor Biosynthesis Class A","Protein Coding","44","GC0XM015319","7.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGA"
"NOG","Noggin","Protein Coding","45","GC17P056593","7.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOG"
"USH1C","USH1 Protein Network Component Harmonin","Protein Coding","41","GC11M017494","7.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USH1C"
"MAX","MYC Associated Factor X","Protein Coding","48","GC14M065009","7.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAX"
"CTSG","Cathepsin G","Protein Coding","45","GC14M024573","7.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSG"
"HLA-DRB3","Major Histocompatibility Complex, Class II, DR Beta 3","Protein Coding","27","GC06Mn03715","7.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB3"
"FKBP10","FKBP Prolyl Isomerase 10","Protein Coding","40","GC17P041812","7.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP10"
"IL22","Interleukin 22","Protein Coding","41","GC12M068248","7.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22"
"RPSA","Ribosomal Protein SA","Protein Coding","45","GC03P039406","7.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSA"
"DAG1","Dystroglycan 1","Protein Coding","46","GC03P049482","7.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAG1"
"CD81","CD81 Molecule","Protein Coding","47","GC11P002377","7.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD81"
"LINC01193","Long Intergenic Non-Protein Coding RNA 1193","RNA Gene","12","GC15P020981","7.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01193"
"CFB","Complement Factor B","Protein Coding","46","GC06P031945","7.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFB"
"MMP7","Matrix Metallopeptidase 7","Protein Coding","48","GC11M102425","7.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP7"
"DMPK","DM1 Protein Kinase","Protein Coding","47","GC19M045769","7.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMPK"
"NCR3","Natural Cytotoxicity Triggering Receptor 3","Protein Coding","38","GC06M031588","7.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCR3"
"BACE2","Beta-Secretase 2","Protein Coding","41","GC21P041168","7.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACE2"
"CCR4","C-C Motif Chemokine Receptor 4","Protein Coding","45","GC03P032951","7.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR4"
"USP9X","Ubiquitin Specific Peptidase 9 X-Linked","Protein Coding","47","GC0XP041085","7.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP9X"
"KIR3DL1","Killer Cell Immunoglobulin Like Receptor, Three Ig Domains And Long Cytoplasmic Tail 1","Protein Coding","39","GC19P055293","7.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR3DL1"
"ABCB7","ATP Binding Cassette Subfamily B Member 7","Protein Coding","43","GC0XM075053","7.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB7"
"CRB1","Crumbs Cell Polarity Complex Component 1","Protein Coding","43","GC01P197170","7.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRB1"
"SNX6","Sorting Nexin 6","Protein Coding","36","GC14M034561","7.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX6"
"PLA2G4A","Phospholipase A2 Group IVA","Protein Coding","49","GC01P186798","7.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4A"
"PLAUR","Plasminogen Activator, Urokinase Receptor","Protein Coding","45","GC19M043646","7.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAUR"
"CARD9","Caspase Recruitment Domain Family Member 9","Protein Coding","44","GC09M136361","7.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARD9"
