Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"FXN","Frataxin","Protein Coding","45","GC09P069035","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXN"
"CEL","Carboxyl Ester Lipase","Protein Coding","46","GC09P133061","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEL"
"RNF34","Ring Finger Protein 34","Protein Coding","39","GC12P121400","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF34"
"NOG","Noggin","Protein Coding","45","GC17P056593","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOG"
"PRKCH","Protein Kinase C Eta","Protein Coding","50","GC14P061187","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCH"
"CERT1","Ceramide Transporter 1","Protein Coding","33","GC05M075356","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERT1"
"GCDH","Glutaryl-CoA Dehydrogenase","Protein Coding","46","GC19P012891","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCDH"
"MFHAS1","Malignant Fibrous Histiocytoma Amplified Sequence 1","Protein Coding","35","GC08M008783","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFHAS1"
"RING1","Ring Finger Protein 1","Protein Coding","41","GC06P033208","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RING1"
"SPINK1","Serine Peptidase Inhibitor Kazal Type 1","Protein Coding","43","GC05M147825","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK1"
"ROM1","Retinal Outer Segment Membrane Protein 1","Protein Coding","42","GC11P062611","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROM1"
"LARP1","La Ribonucleoprotein 1, Translational Regulator","Protein Coding","36","GC05P154682","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP1"
"MEOX2","Mesenchyme Homeobox 2","Protein Coding","39","GC07M015617","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEOX2"
"ALG6","ALG6 Alpha-1,3-Glucosyltransferase","Protein Coding","42","GC01P063367","3.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG6"
"MTDH","Metadherin","Protein Coding","40","GC08P097644","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTDH"
"PTBP1","Polypyrimidine Tract Binding Protein 1","Protein Coding","42","GC19P000797","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTBP1"
"SCN9A","Sodium Voltage-Gated Channel Alpha Subunit 9","Protein Coding","47","GC02M166195","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN9A"
"LPO","Lactoperoxidase","Protein Coding","38","GC17P058218","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPO"
"OTUB1","OTU Deubiquitinase, Ubiquitin Aldehyde Binding 1","Protein Coding","39","GC11P063985","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUB1"
"RNF2","Ring Finger Protein 2","Protein Coding","42","GC01P185045","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF2"
"RPP14","Ribonuclease P/MRP Subunit P14","Protein Coding","36","GC03P058295","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPP14"
"EEF1D","Eukaryotic Translation Elongation Factor 1 Delta","Protein Coding","42","GC08M143579","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1D"
"A2M","Alpha-2-Macroglobulin","Protein Coding","45","GC12M009067","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=A2M"
"NBR1","NBR1 Autophagy Cargo Receptor","Protein Coding","38","GC17P043170","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBR1"
"HSPH1","Heat Shock Protein Family H (Hsp110) Member 1","Protein Coding","43","GC13M031134","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPH1"
"LAIR2","Leukocyte Associated Immunoglobulin Like Receptor 2","Protein Coding","37","GC19P054576","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAIR2"
"ACLY","ATP Citrate Lyase","Protein Coding","45","GC17M041866","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACLY"
"MUL1","Mitochondrial E3 Ubiquitin Protein Ligase 1","Protein Coding","37","GC01M020499","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUL1"
"CCT4","Chaperonin Containing TCP1 Subunit 4","Protein Coding","39","GC02M061868","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT4"
"NPHP4","Nephrocystin 4","Protein Coding","39","GC01M005863","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHP4"
"DLG4","Discs Large MAGUK Scaffold Protein 4","Protein Coding","46","GC17M007189","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG4"
"SAFB","Scaffold Attachment Factor B","Protein Coding","38","GC19P005623","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAFB"
"MPDU1","Mannose-P-Dolichol Utilization Defect 1","Protein Coding","42","GC17P007583","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPDU1"
"HMGB3","High Mobility Group Box 3","Protein Coding","41","GC0XP150980","3.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB3"
"CDC5L","Cell Division Cycle 5 Like","Protein Coding","38","GC06P044387","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC5L"
"TK2","Thymidine Kinase 2","Protein Coding","43","GC16M066508","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TK2"
"TECPR2","Tectonin Beta-Propeller Repeat Containing 2","Protein Coding","35","GC14P102362","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECPR2"
"SRA1","Steroid Receptor RNA Activator 1","Protein Coding","38","GC05M140537","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRA1"
"PDE4B","Phosphodiesterase 4B","Protein Coding","44","GC01P065792","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4B"
"BNIP3","BCL2 Interacting Protein 3","Protein Coding","42","GC10M131966","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNIP3"
"ASXL1","ASXL Transcriptional Regulator 1","Protein Coding","43","GC20P032359","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASXL1"
"HIVEP2","HIVEP Zinc Finger 2","Protein Coding","38","GC06M142751","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIVEP2"
"OGDH","Oxoglutarate Dehydrogenase","Protein Coding","45","GC07P044606","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGDH"
"PPIG","Peptidylprolyl Isomerase G","Protein Coding","42","GC02P169584","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIG"
"CMIP","C-Maf Inducing Protein","Protein Coding","35","GC16P081478","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMIP"
"ADAP1","ArfGAP With Dual PH Domains 1","Protein Coding","38","GC07M000897","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAP1"
"ASPM","Abnormal Spindle Microtubule Assembly","Protein Coding","38","GC01M197084","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASPM"
"SKAP2","Src Kinase Associated Phosphoprotein 2","Protein Coding","40","GC07M026706","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKAP2"
"DAZAP2","DAZ Associated Protein 2","Protein Coding","36","GC12P051238","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAZAP2"
"STT3A","STT3 Oligosaccharyltransferase Complex Catalytic Subunit A","Protein Coding","45","GC11P125592","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STT3A"
"VPS11","VPS11 Core Subunit Of CORVET And HOPS Complexes","Protein Coding","39","GC11P119067","3.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS11"
"EPHX1","Epoxide Hydrolase 1","Protein Coding","47","GC01P225810","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHX1"
"ICAM4","Intercellular Adhesion Molecule 4 (Landsteiner-Wiener Blood Group)","Protein Coding","36","GC19P010286","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM4"
"CTRL","Chymotrypsin Like","Protein Coding","39","GC16M067927","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTRL"
"HVCN1","Hydrogen Voltage Gated Channel 1","Protein Coding","38","GC12M110627","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HVCN1"
"GAS5","Growth Arrest Specific 5","RNA Gene","21","GC01M174119","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5"
"BAG1","BAG Cochaperone 1","Protein Coding","43","GC09M033245","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG1"
"MIR146B","MicroRNA 146b","RNA Gene","17","GC10P102436","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146B"
"SNX5","Sorting Nexin 5","Protein Coding","42","GC20M017970","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX5"
"HGD","Homogentisate 1,2-Dioxygenase","Protein Coding","44","GC03M120628","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGD"
"FCAMR","Fc Fragment Of IgA And IgM Receptor","Protein Coding","35","GC01M206957","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCAMR"
"COL13A1","Collagen Type XIII Alpha 1 Chain","Protein Coding","41","GC10P069801","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL13A1"
"NRP2","Neuropilin 2","Protein Coding","42","GC02P205681","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRP2"
"ABHD16A","Abhydrolase Domain Containing 16A","Protein Coding","34","GC06M032373","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD16A"
"DSG4","Desmoglein 4","Protein Coding","39","GC18P031377","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSG4"
"ZFP36","ZFP36 Ring Finger Protein","Protein Coding","39","GC19P039406","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP36"
"POLH","DNA Polymerase Eta","Protein Coding","47","GC06P043576","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLH"
"DDX5","DEAD-Box Helicase 5","Protein Coding","46","GC17M064498","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX5"
"POLR3E","RNA Polymerase III Subunit E","Protein Coding","36","GC16P022298","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3E"
"LMOD1","Leiomodin 1","Protein Coding","40","GC01M201896","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD1"
"NPAT","Nuclear Protein, Coactivator Of Histone Transcription","Protein Coding","36","GC11M108157","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPAT"
"PNMA2","PNMA Family Member 2","Protein Coding","36","GC08M026504","3.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNMA2"
"PNPLA2","Patatin Like Phospholipase Domain Containing 2","Protein Coding","44","GC11P000884","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA2"
"ITGB8","Integrin Subunit Beta 8","Protein Coding","41","GC07P020329","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB8"
"BIN1","Bridging Integrator 1","Protein Coding","46","GC02M127048","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIN1"
"CD300LB","CD300 Molecule Like Family Member B","Protein Coding","37","GC17M074520","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD300LB"
"NCK2","NCK Adaptor Protein 2","Protein Coding","41","GC02P105744","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCK2"
"POLR3C","RNA Polymerase III Subunit C","Protein Coding","36","GC01P145824","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3C"
"HESX1","HESX Homeobox 1","Protein Coding","39","GC03M057207","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HESX1"
"CDX2","Caudal Type Homeobox 2","Protein Coding","43","GC13M027962","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDX2"
"LY75","Lymphocyte Antigen 75","Protein Coding","38","GC02M159803","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LY75"
"FBLN5","Fibulin 5","Protein Coding","44","GC14M091869","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN5"
"RPL27","Ribosomal Protein L27","Protein Coding","42","GC17P042998","3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL27"
"EXOC4","Exocyst Complex Component 4","Protein Coding","39","GC07P133253","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC4"
"PLS3","Plastin 3","Protein Coding","41","GC0XP115560","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLS3"
"ZXDC","ZXD Family Zinc Finger C","Protein Coding","35","GC03M126437","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZXDC"
"AHNAK","AHNAK Nucleoprotein","Protein Coding","35","GC11M062511","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHNAK"
"MIR424","MicroRNA 424","RNA Gene","14","GC0XM134625","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR424"
"SLC18A3","Solute Carrier Family 18 Member A3","Protein Coding","45","GC10P049610","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A3"
"KANSL1","KAT8 Regulatory NSL Complex Subunit 1","Protein Coding","38","GC17M046031","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL1"
"CPLANE1","Ciliogenesis And Planar Polarity Effector 1","Protein Coding","28","GC05M037065","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPLANE1"
"NCKIPSD","NCK Interacting Protein With SH3 Domain","Protein Coding","36","GC03M048676","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCKIPSD"
"IPO7","Importin 7","Protein Coding","38","GC11P009384","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO7"
"DGKZ","Diacylglycerol Kinase Zeta","Protein Coding","45","GC11P046332","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKZ"
"NUP50","Nucleoporin 50","Protein Coding","38","GC22P045163","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP50"
"CTSV","Cathepsin V","Protein Coding","41","GC09M097029","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSV"
"CA1","Carbonic Anhydrase 1","Protein Coding","47","GC08M085327","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA1"
"SPATA5","Spermatogenesis Associated 5","Protein Coding","41","GC04P122923","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA5"
"ECI2","Enoyl-CoA Delta Isomerase 2","Protein Coding","38","GC06M004115","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECI2"
"RB1CC1","RB1 Inducible Coiled-Coil 1","Protein Coding","43","GC08M052622","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RB1CC1"
"FGL1","Fibrinogen Like 1","Protein Coding","39","GC08M017864","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGL1"
"COMMD3","COMM Domain Containing 3","Protein Coding","36","GC10P022315","2.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD3"
"HYAL1","Hyaluronidase 1","Protein Coding","46","GC03M050299","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYAL1"
"UBE2E3","Ubiquitin Conjugating Enzyme E2 E3","Protein Coding","42","GC02P180967","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2E3"
"GNAO1","G Protein Subunit Alpha O1","Protein Coding","47","GC16P056231","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAO1"
"ANXA6","Annexin A6","Protein Coding","43","GC05M151077","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA6"
"TBC1D24","TBC1 Domain Family Member 24","Protein Coding","38","GC16P002475","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D24"
"BMP10","Bone Morphogenetic Protein 10","Protein Coding","38","GC02M068865","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP10"
"POLR3K","RNA Polymerase III Subunit K","Protein Coding","39","GC16M000046","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR3K"
"MSH5","MutS Homolog 5","Protein Coding","41","GC06P033420","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH5"
"VTI1B","Vesicle Transport Through Interaction With T-SNAREs 1B","Protein Coding","42","GC14M067647","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTI1B"
"NRIP1","Nuclear Receptor Interacting Protein 1","Protein Coding","43","GC21M014961","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRIP1"
"CPT1A","Carnitine Palmitoyltransferase 1A","Protein Coding","47","GC11M068754","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1A"
"KLK15","Kallikrein Related Peptidase 15","Protein Coding","41","GC19M050825","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK15"
"SFRP1","Secreted Frizzled Related Protein 1","Protein Coding","43","GC08M041238","2.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFRP1"
"YTHDF2","YTH N6-Methyladenosine RNA Binding Protein 2","Protein Coding","38","GC01P028751","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDF2"
"DIS3L2","DIS3 Like 3'-5' Exoribonuclease 2","Protein Coding","42","GC02P231961","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIS3L2"
"CLCA1","Chloride Channel Accessory 1","Protein Coding","40","GC01P086468","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA1"
"OMP","Olfactory Marker Protein","Protein Coding","37","GC11P077102","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OMP"
"DEFA4","Defensin Alpha 4","Protein Coding","37","GC08M006935","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFA4"
"AMBP","Alpha-1-Microglobulin/Bikunin Precursor","Protein Coding","41","GC09M114060","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMBP"
"ADAMTS4","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 4","Protein Coding","42","GC01M161184","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS4"
"WDPCP","WD Repeat Containing Planar Cell Polarity Effector","Protein Coding","36","GC02M063121","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDPCP"
"KIR2DL5A","Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Long Cytoplasmic Tail 5A","Protein Coding","23","GC19MR00046","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIR2DL5A"
"CLDN12","Claudin 12","Protein Coding","38","GC07P090383","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN12"
"KIF21B","Kinesin Family Member 21B","Protein Coding","36","GC01M200938","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF21B"
"DUSP2","Dual Specificity Phosphatase 2","Protein Coding","41","GC02M096166","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP2"
"TGM5","Transglutaminase 5","Protein Coding","41","GC15M043234","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM5"
"ACTR1B","Actin Related Protein 1B","Protein Coding","38","GC02M097638","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR1B"
"APLNR","Apelin Receptor","Protein Coding","42","GC11M057233","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLNR"
"NEDD8","NEDD8 Ubiquitin Like Modifier","Protein Coding","41","GC14M024216","2.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD8"
"SYS1","SYS1 Golgi Trafficking Protein","Protein Coding","31","GC20P045361","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYS1"
"EYA4","EYA Transcriptional Coactivator And Phosphatase 4","Protein Coding","42","GC06P133240","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EYA4"
"THY1","Thy-1 Cell Surface Antigen","Protein Coding","44","GC11M119417","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THY1"
"BTNL8","Butyrophilin Like 8","Protein Coding","32","GC05P181480","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTNL8"
"SH3BP2","SH3 Domain Binding Protein 2","Protein Coding","42","GC04P002794","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3BP2"
"NBAS","NBAS Subunit Of NRZ Tethering Complex","Protein Coding","39","GC02M015166","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBAS"
"CNOT1","CCR4-NOT Transcription Complex Subunit 1","Protein Coding","39","GC16M058519","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT1"
"BIRC7","Baculoviral IAP Repeat Containing 7","Protein Coding","40","GC20P063235","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC7"
"APOBEC1","Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 1","Protein Coding","38","GC12M007649","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC1"
"SARS2","Seryl-TRNA Synthetase 2, Mitochondrial","Protein Coding","42","GC19M041439","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SARS2"
"SET","SET Nuclear Proto-Oncogene","Protein Coding","47","GC09P128684","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SET"
"TIMMDC1","Translocase Of Inner Mitochondrial Membrane Domain Containing 1","Protein Coding","36","GC03P119498","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMMDC1"
"LAMC1","Laminin Subunit Gamma 1","Protein Coding","43","GC01P182992","2.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC1"
"EIPR1","EARP Complex And GARP Complex Interacting Protein 1","Protein Coding","27","GC02M003188","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIPR1"
"MST1R","Macrophage Stimulating 1 Receptor","Protein Coding","48","GC03M049894","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1R"
"LLGL1","LLGL Scribble Cell Polarity Complex Component 1","Protein Coding","39","GC17P018225","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LLGL1"
"EIF4A3","Eukaryotic Translation Initiation Factor 4A3","Protein Coding","43","GC17M080135","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4A3"
"DNAJC3","DnaJ Heat Shock Protein Family (Hsp40) Member C3","Protein Coding","40","GC13P095677","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC3"
"NARS1","Asparaginyl-TRNA Synthetase 1","Protein Coding","34","GC18M057601","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NARS1"
"IFI44L","Interferon Induced Protein 44 Like","Protein Coding","32","GC01P078619","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI44L"
"DNAJC13","DnaJ Heat Shock Protein Family (Hsp40) Member C13","Protein Coding","38","GC03P132417","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC13"
"RLIM","Ring Finger Protein, LIM Domain Interacting","Protein Coding","38","GC0XM074583","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RLIM"
"NRG2","Neuregulin 2","Protein Coding","41","GC05M139810","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRG2"
"GJB6","Gap Junction Protein Beta 6","Protein Coding","44","GC13M020221","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB6"
"PELI3","Pellino E3 Ubiquitin Protein Ligase Family Member 3","Protein Coding","35","GC11P066466","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PELI3"
"AP2A2","Adaptor Related Protein Complex 2 Subunit Alpha 2","Protein Coding","36","GC11P000915","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2A2"
"HPSE2","Heparanase 2 (Inactive)","Protein Coding","39","GC10M098457","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPSE2"
"MLKL","Mixed Lineage Kinase Domain Like Pseudokinase","Protein Coding","41","GC16M074672","2.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLKL"
"ANKRD55","Ankyrin Repeat Domain 55","Protein Coding","31","GC05M056099","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD55"
"CLIP1","CAP-Gly Domain Containing Linker Protein 1","Protein Coding","43","GC12M122271","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIP1"
"EEF2","Eukaryotic Translation Elongation Factor 2","Protein Coding","48","GC19M003976","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2"
"TFAM","Transcription Factor A, Mitochondrial","Protein Coding","43","GC10P058385","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM"
"MCM7","Minichromosome Maintenance Complex Component 7","Protein Coding","45","GC07M100092","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM7"
"NUP62","Nucleoporin 62","Protein Coding","45","GC19M049906","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP62"
"SHANK3","SH3 And Multiple Ankyrin Repeat Domains 3","Protein Coding","42","GC22P050674","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHANK3"
"SELENON","Selenoprotein N","Protein Coding","31","GC01P025800","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENON"
"CSNK2A2","Casein Kinase 2 Alpha 2","Protein Coding","47","GC16M058157","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2A2"
"VPREB1","V-Set Pre-B Cell Surrogate Light Chain 1","Protein Coding","38","GC22P022244","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPREB1"
"ACAA1","Acetyl-CoA Acyltransferase 1","Protein Coding","43","GC03M038103","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAA1"
"EFHD2","EF-Hand Domain Family Member D2","Protein Coding","36","GC01P015409","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFHD2"
"LRP4","LDL Receptor Related Protein 4","Protein Coding","43","GC11M059680","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP4"
"SRCAP","Snf2 Related CREBBP Activator Protein","Protein Coding","41","GC16P030700","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRCAP"
"TBL2","Transducin Beta Like 2","Protein Coding","39","GC07M073568","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL2"
"WDR73","WD Repeat Domain 73","Protein Coding","36","GC15M084639","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR73"
"IGKV4-1","Immunoglobulin Kappa Variable 4-1","Protein Coding","17","GC02P088885","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKV4-1"
"LEMD2","LEM Domain Nuclear Envelope Protein 2","Protein Coding","39","GC06M033772","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEMD2"
"WEE1","WEE1 G2 Checkpoint Kinase","Protein Coding","47","GC11P009573","2.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WEE1"
